is_open,n_rows,cur_mean,cur_std,cur_max,cur_mid_mean,cur_mid_median,cur_mid_std,cur_mid_max,cur_mid_min,cur_mid_p90,cur_inrush_max,cur_sum,volt_mean,power_mean,power_mid_mean,power_sum,emf_mean,emf_mid_mean,emf_std,pos_delta,segment_id,start_time,end_time,status,target
1.0,144.0,738.2986111111111,785.3890585763238,2496.0,295.72222222222223,321.5,181.91765706114754,620.0,15.0,520.0,2299.0,106315.0,56.763888888888886,47.46115972222223,22.405,6834.407000000001,1154.4375,1678.0416666666667,891.2783400414729,700.0,train_seg_017,2023-7-5-0-9-11-186,2023-7-5-0-9-14-46,Abnormal resistance,1
1.0,147.0,837.6394557823129,864.5301735788494,2560.0,342.64864864864865,285.5,281.77331469916066,1261.0,6.0,598.1000000000003,2560.0,123133.0,58.034013605442176,57.91124489795918,28.680243243243247,8512.953,1141.8775510204082,1721.5,893.608178590025,705.0,train_seg_018,2023-7-5-0-9-56-76,2023-7-5-0-9-58-996,Abnormal resistance,1
0.0,186.0,426.0967741935484,514.6082248112225,2105.0,184.752688172043,247.0,110.46078036185548,397.0,0.0,273.0,1420.0,79254.0,41.32258064516129,18.30627956989247,8.925129032258065,3404.968,891.8333333333334,1085.505376344086,442.4511991396019,700.0,train_seg_019,2023-7-5-0-10-35-983,2023-7-5-0-10-39-683,Normal,0
0.0,186.0,428.0430107526882,523.0434903272682,2205.0,181.48387096774192,244.0,108.02713845640884,379.0,0.0,266.6,1434.0,79616.0,41.37096774193548,18.46362365591398,8.796344086021504,3434.2340000000004,892.252688172043,1086.2903225806451,442.00315721428666,700.0,train_seg_020,2023-7-5-0-11-23-203,2023-7-5-0-11-26-903,Normal,0
1.0,142.0,643.7253521126761,731.9702924815872,2496.0,242.54929577464787,276.0,135.41597766344384,623.0,9.0,359.0,1793.0,91409.0,55.563380281690144,36.59247887323944,17.380211267605638,5196.1320000000005,1186.9718309859154,1725.8591549295775,908.3023783267951,701.0,train_seg_021,2023-7-5-0-11-42-400,2023-7-5-0-11-45-220,Normal,0
1.0,144.0,652.0208333333334,741.5478413122522,2501.0,242.08333333333334,279.0,148.5527169802768,694.0,9.0,361.4,1784.0,93891.0,55.166666666666664,37.141659722222215,17.191805555555554,5348.398999999999,1169.8194444444443,1686.5833333333333,918.554243338545,700.0,train_seg_022,2023-7-5-0-12-17-355,2023-7-5-0-12-20-215,Normal,0
0.0,185.0,423.772972972973,517.0486749257876,2178.0,180.1304347826087,239.5,108.50898754514225,367.0,0.0,270.0,1423.0,78398.0,41.31891891891892,18.263313513513513,8.781434782608695,3378.7129999999997,892.8162162162162,1088.4891304347825,441.1682019816671,700.0,train_seg_023,2023-7-5-0-13-19-38,2023-7-5-0-13-22-718,Normal,0
1.0,139.0,651.6762589928057,736.4528851367836,2493.0,246.5857142857143,271.5,137.7928562171849,658.0,9.0,363.40000000000003,1817.0,90583.0,56.58273381294964,37.256899280575546,17.903042857142857,5178.709000000001,1211.2877697841727,1777.8428571428572,921.0736091363948,700.0,train_seg_024,2023-7-5-0-13-40-783,2023-7-5-0-13-43-543,Normal,0
1.0,142.0,639.9507042253521,730.4959373407459,2496.0,244.1267605633803,276.0,140.72097349884913,664.0,9.0,350.0,1814.0,90873.0,55.38732394366197,36.46293661971831,17.358028169014087,5177.737,1183.8098591549297,1722.7464788732395,909.9042894497944,699.0,train_seg_025,2023-7-5-0-14-37-719,2023-7-5-0-14-40-539,Normal,0
1.0,143.0,643.8811188811189,737.5500882790445,2499.0,237.56944444444446,276.0,134.49244365276198,614.0,9.0,349.7,1811.0,92075.0,55.32867132867133,36.65803496503496,17.013708333333334,5242.098999999999,1177.1748251748252,1704.986111111111,906.7686909827929,700.0,train_seg_026,2023-7-5-0-15-37-485,2023-7-5-0-15-40-325,Normal,0
1.0,144.0,867.8125,792.3230959998964,2501.0,473.125,392.5,364.6077777519594,1170.0,9.0,1075.1,2378.0,124965.0,60.263888888888886,62.64779166666666,41.71179166666666,9021.282,1142.3055555555557,1686.2083333333333,871.7366788149722,699.0,train_seg_027,2023-7-5-0-15-58-428,2023-7-5-0-16-1-288,Abnormal resistance,1
1.0,140.0,646.3642857142858,733.8231901751099,2493.0,244.0,276.0,134.60556133703074,635.0,9.0,359.5,1787.0,90491.0,56.25714285714286,37.205778571428574,17.553057142857142,5208.809,1206.1857142857143,1743.3857142857144,917.583009757656,701.0,train_seg_028,2023-7-5-0-16-53-605,2023-7-5-0-16-56-385,Normal,0
0.0,185.0,425.24864864864867,515.8988197581998,2163.0,182.1304347826087,247.0,108.29902418277553,373.0,0.0,267.0,1426.0,78671.0,41.47027027027027,18.39403783783784,8.920695652173913,3402.897,895.2540540540541,1093.6739130434783,441.81543816675713,700.0,train_seg_029,2023-7-5-0-17-6-600,2023-7-5-0-17-10-280,Normal,0
0.0,187.0,647.2352941176471,442.0591803913012,2011.0,525.1276595744681,536.5,213.99335016724,1035.0,259.0,845.7000000000002,1393.0,121033.0,46.86096256684492,30.622417112299463,28.009712765957445,5726.392,876.0802139037434,1069.127659574468,418.15295283119974,699.0,train_seg_030,2023-7-5-0-18-5-449,2023-7-5-0-18-9-169,Abnormal resistance,1
0.0,185.0,424.1459459459459,514.9349739029478,2158.0,182.7608695652174,244.0,108.37669506875758,379.0,0.0,273.0,1443.0,78467.0,41.4054054054054,18.310551351351354,8.899728260869566,3387.452,895.2648648648649,1092.0434782608695,440.82820102572424,700.0,train_seg_031,2023-7-5-0-18-34-44,2023-7-5-0-18-37-724,Normal,0
1.0,141.0,657.6382978723404,743.97750553766,2501.0,249.37142857142857,270.0,143.22421696951469,697.0,9.0,345.20000000000005,1802.0,92727.0,56.205673758865245,37.894900709219854,17.861985714285716,5343.181,1196.6950354609928,1749.3142857142857,927.2715863973685,701.0,train_seg_032,2023-7-5-0-19-30-17,2023-7-5-0-19-32-817,Normal,0
1.0,143.0,646.0909090909091,735.8922172247107,2496.0,242.43055555555554,271.5,136.29867391432123,653.0,9.0,359.0,1793.0,92391.0,55.31468531468531,36.592629370629375,17.178250000000002,5232.746,1177.7622377622379,1707.513888888889,905.1105944713954,700.0,train_seg_033,2023-7-5-0-20-23-918,2023-7-5-0-20-26-758,Normal,0
0.0,185.0,423.97837837837835,515.4687707190025,2081.0,179.31521739130434,242.5,108.23162855933064,356.0,0.0,269.70000000000005,1432.0,78436.0,41.454054054054055,18.26227027027027,8.800630434782608,3378.52,895.1513513513513,1094.3152173913043,443.3930216944816,700.0,train_seg_034,2023-7-5-0-21-20-453,2023-7-5-0-21-24-133,Normal,0
1.0,144.0,642.8402777777778,737.303661842656,2507.0,236.52777777777777,270.0,149.12447934362143,682.0,9.0,360.79999999999995,1805.0,92569.0,54.958333333333336,36.65390277777778,16.789430555555555,5278.162,1168.6805555555557,1682.5555555555557,922.0143908009982,699.0,train_seg_035,2023-7-5-0-22-16-540,2023-7-5-0-22-19-400,Normal,0
0.0,185.0,420.27027027027026,510.38136502500936,2108.0,180.3804347826087,245.5,108.5586239531138,373.0,0.0,267.0,1443.0,77750.0,41.383783783783784,18.138032432432432,8.811847826086957,3355.536,896.6648648648649,1093.9565217391305,440.6104071940249,700.0,train_seg_036,2023-7-5-0-22-46-759,2023-7-5-0-22-50-439,Normal,0
0.0,190.0,588.9052631578948,511.63537743786185,1996.0,588.1789473684211,497.0,405.6351738861274,1276.0,71.0,1221.2,1393.0,111892.0,44.66842105263158,30.380110526315786,36.1562,5772.221,878.6736842105263,1073.2105263157894,408.8339115120174,700.0,train_seg_037,2023-7-5-0-23-18-200,2023-7-5-0-23-21-980,Abnormal resistance,1
1.0,142.0,641.330985915493,729.2112343149554,2496.0,245.8732394366197,279.0,140.1630770107152,661.0,12.0,353.0,1770.0,91069.0,55.59154929577465,36.760112676056345,17.56276056338028,5219.936000000001,1188.9154929577464,1721.7464788732395,914.0361543451708,701.0,train_seg_038,2023-7-5-0-24-11-124,2023-7-5-0-24-13-944,Normal,0
1.0,144.0,642.3055555555555,735.8456801321428,2501.0,238.38888888888889,274.5,145.4643480142467,676.0,9.0,352.7,1802.0,92492.0,54.88194444444444,36.505201388888885,16.807402777777778,5256.749,1168.7291666666667,1682.4722222222222,913.290260684092,697.0,train_seg_039,2023-7-5-0-25-10-422,2023-7-5-0-25-13-282,Normal,0
1.0,142.0,656.7042253521126,750.2565644613566,2525.0,243.49295774647888,279.0,143.82157111019143,673.0,12.0,362.0,1822.0,93252.0,55.61267605633803,37.259063380281695,17.512239436619716,5290.787,1182.7112676056338,1728.887323943662,929.5221442405793,698.0,train_seg_040,2023-7-5-0-25-50-832,2023-7-5-0-25-53-652,Normal,0
0.0,189.0,451.69312169312167,542.667623146939,2078.0,186.48936170212767,248.5,110.42401302608081,379.0,0.0,273.0,1434.0,85370.0,41.216931216931215,19.052164021164025,8.806489361702125,3600.8590000000004,874.6984126984127,1071.787234042553,457.17113724254204,700.0,train_seg_041,2023-7-5-0-26-38-238,2023-7-5-0-26-41-998,Normal,0
1.0,141.0,644.7446808510638,732.9124976000704,2493.0,252.21428571428572,283.5,142.5808936165354,691.0,15.0,356.6,1805.0,90909.0,55.90070921985816,36.82040425531915,18.005528571428574,5191.677,1191.1489361702127,1755.3857142857144,912.2674730346492,698.0,train_seg_042,2023-7-5-0-26-53-854,2023-7-5-0-26-56-654,Normal,0
1.0,144.0,632.2222222222222,726.7710212191669,2501.0,238.18055555555554,277.5,144.96861024113775,667.0,9.0,349.7,1808.0,91040.0,54.6875,35.9844375,16.86927777777778,5181.759,1168.2222222222222,1682.9583333333333,913.2679526815017,699.0,train_seg_043,2023-7-5-0-27-40-473,2023-7-5-0-27-43-333,Normal,0
1.0,142.0,654.1267605633802,744.1953860809363,2501.0,250.25352112676057,279.0,144.6897329655074,697.0,6.0,367.0,1784.0,92886.0,55.42253521126761,36.91223943661972,17.90243661971831,5241.5380000000005,1176.5633802816901,1734.5352112676057,913.1321616143466,699.0,train_seg_044,2023-7-5-0-28-20-800,2023-7-5-0-28-23-620,Normal,0
0.0,189.0,447.22222222222223,535.427568188279,2210.0,187.62765957446808,247.0,114.19505374042139,397.0,0.0,272.1,1429.0,84525.0,41.21164021164021,18.848243386243386,8.854968085106382,3562.3179999999998,877.3809523809524,1071.776595744681,455.7994231397652,700.0,train_seg_045,2023-7-5-0-28-51-275,2023-7-5-0-28-55-35,Normal,0
1.0,140.0,647.8,732.8401326346694,2493.0,245.82857142857142,277.5,139.1294332040258,658.0,9.0,350.90000000000003,1770.0,90692.0,56.32142857142857,37.08647142857143,17.657900000000005,5192.106,1204.5714285714287,1748.7714285714285,916.6292921261427,698.0,train_seg_046,2023-7-5-0-29-31-944,2023-7-5-0-29-34-724,Normal,0
0.0,186.0,418.5967741935484,512.5296674238422,2160.0,184.8494623655914,250.0,109.7742498975564,382.0,0.0,270.0,1423.0,77859.0,41.12903225806452,18.06691397849462,8.895172043010753,3360.446,889.9784946236559,1082.3118279569892,441.9922511483128,700.0,train_seg_047,2023-7-5-0-30-26-664,2023-7-5-0-30-30-364,Normal,0
1.0,142.0,789.0774647887324,731.6661775753047,2496.0,408.6056338028169,497.0,251.71163239658435,985.0,9.0,658.0,1943.0,112049.0,58.190140845070424,52.37727464788733,34.48245070422535,7437.573000000001,1183.5140845070423,1727.056338028169,901.1963545864667,702.0,train_seg_048,2023-7-5-0-30-43-983,2023-7-5-0-30-46-803,Abnormal resistance,1
1.0,141.0,641.1631205673759,730.9160057313245,2493.0,243.0,276.0,133.84863519235878,608.0,9.0,357.40000000000003,1793.0,90404.0,55.787234042553195,36.614262411347525,17.51482857142857,5162.611000000001,1192.2482269503546,1744.8428571428572,911.3387639284858,699.0,train_seg_049,2023-7-5-0-31-3-745,2023-7-5-0-31-6-545,Normal,0
0.0,190.0,456.2,546.7826971427835,2225.0,189.26315789473685,244.0,113.00304705033079,391.0,0.0,273.0,1429.0,86678.0,41.194736842105264,19.232899999999997,8.876715789473684,3654.2509999999993,872.6789473684211,1066.1052631578948,458.13514103539757,700.0,train_seg_050,2023-7-5-0-31-59-892,2023-7-5-0-32-3-672,Normal,0
0.0,185.0,421.37297297297295,511.9174197807154,2113.0,179.7391304347826,241.0,107.28080479519497,376.0,0.0,269.70000000000005,1429.0,77954.0,41.41081081081081,18.173821621621624,8.777086956521739,3362.157,895.4054054054054,1092.9239130434783,441.5953057096912,700.0,train_seg_051,2023-7-5-0-32-43-694,2023-7-5-0-32-47-374,Normal,0
0.0,187.0,677.9465240641712,432.8541853828214,2040.0,551.3936170212766,571.5,196.1555623481237,973.0,253.0,822.4000000000001,1405.0,126776.0,47.470588235294116,32.3283743315508,29.429436170212764,6045.405999999999,876.096256684492,1064.7446808510638,413.75299580400593,700.0,train_seg_052,2023-7-5-0-33-29-832,2023-7-5-0-33-33-552,Abnormal resistance,1
0.0,186.0,419.4623655913978,508.7652681207876,2105.0,186.0752688172043,253.0,111.81803926244474,382.0,0.0,273.0,1429.0,78020.0,41.086021505376344,18.012376344086018,9.003322580645161,3350.3019999999997,889.3817204301075,1084.3333333333333,441.89443040487237,700.0,train_seg_053,2023-7-5-0-34-11-718,2023-7-5-0-34-15-418,Normal,0
0.0,186.0,422.9247311827957,516.6882285454168,2169.0,183.19354838709677,244.0,109.63823778309802,394.0,0.0,270.0,1440.0,78664.0,41.306451612903224,18.24801612903226,8.820010752688175,3394.1310000000003,892.5591397849462,1084.0860215053763,440.23132878814044,700.0,train_seg_054,2023-7-5-0-34-44-96,2023-7-5-0-34-47-796,Normal,0
1.0,138.0,776.3768115942029,798.7830073277918,2496.0,313.71014492753625,382.0,174.983982823876,703.0,9.0,518.2,2372.0,107140.0,59.73913043478261,52.22226086956522,24.380724637681162,7206.6720000000005,1189.876811594203,1776.7246376811595,884.066833437403,697.0,train_seg_055,2023-7-5-0-35-1-654,2023-7-5-0-35-4-394,Abnormal resistance,1
0.0,190.0,451.43684210526317,542.1576423596509,2093.0,188.45263157894738,241.0,112.41584159024568,391.0,0.0,273.0,1423.0,85773.0,41.11052631578947,19.024152631578946,8.83064210526316,3614.589,872.3842105263158,1064.6421052631579,456.503374937842,700.0,train_seg_056,2023-7-5-0-35-40-152,2023-7-5-0-35-43-932,Normal,0
0.0,185.0,422.4918918918919,511.3975670218623,2108.0,182.2608695652174,241.0,107.95378133067726,370.0,0.0,267.0,1437.0,78161.0,41.443243243243245,18.223945945945946,8.908728260869564,3371.4300000000003,896.9783783783784,1094.1304347826087,441.1686685691767,700.0,train_seg_057,2023-7-5-0-36-41-950,2023-7-5-0-36-45-630,Normal,0
0.0,187.0,595.283422459893,490.25477376678447,1993.0,598.7978723404256,735.0,311.0844990149589,988.0,62.0,949.0,1417.0,111318.0,45.331550802139034,29.541502673796792,33.86751063829787,5524.261,887.3155080213904,1091.159574468085,414.53646804881834,699.0,train_seg_058,2023-7-5-0-37-13-423,2023-7-5-0-37-17-143,Abnormal resistance,1
0.0,186.0,423.97849462365593,515.7116802748677,2178.0,183.3548387096774,247.0,109.6810277711281,385.0,0.0,271.79999999999995,1426.0,78860.0,41.29032258064516,18.27306989247312,8.855193548387097,3398.791,892.1720430107526,1084.9354838709678,440.94395624811557,700.0,train_seg_059,2023-7-5-0-37-39-851,2023-7-5-0-37-43-551,Normal,0
0.0,186.0,420.18817204301075,514.203384377486,2169.0,181.46236559139786,247.0,109.02811703446685,379.0,0.0,267.0,1423.0,78155.0,41.20967741935484,18.08891935483871,8.75843010752688,3364.5389999999998,893.3494623655914,1085.268817204301,439.86956940791987,700.0,train_seg_060,2023-7-5-0-38-15-897,2023-7-5-0-38-19-597,Normal,0
0.0,186.0,425.5268817204301,515.6381387539019,2099.0,182.53763440860214,247.0,109.58097699480125,385.0,0.0,270.0,1423.0,79148.0,41.354838709677416,18.31110752688172,8.824075268817204,3405.866,891.5860215053764,1085.4301075268818,442.25287810448276,700.0,train_seg_061,2023-7-5-0-39-11-422,2023-7-5-0-39-15-122,Normal,0
0.0,188.0,548.4308510638298,458.38277290384764,2014.0,417.02127659574467,426.0,213.64545987694166,723.0,47.0,691.0,1396.0,103105.0,44.36702127659574,26.240590425531913,22.939797872340424,4933.231,874.1382978723404,1064.0106382978724,420.3809847781655,700.0,train_seg_062,2023-7-5-0-39-40-660,2023-7-5-0-39-44-400,Abnormal resistance,1
1.0,141.0,795.1418439716313,744.750323068124,2493.0,407.6857142857143,514.5,249.75934376098598,773.0,6.0,664.0,1934.0,112115.0,59.40425531914894,53.700510638297864,33.98385714285714,7571.771999999999,1165.4326241134752,1727.0857142857142,879.1826257565154,701.0,train_seg_063,2023-7-5-0-40-22-964,2023-7-5-0-40-25-764,Abnormal resistance,1
1.0,140.0,661.6357142857142,743.4820702104993,2493.0,251.65714285714284,285.0,142.4849752193729,691.0,12.0,361.3,1814.0,92629.0,56.59285714285714,38.03706428571429,18.123014285714284,5325.189,1203.45,1755.3714285714286,922.4221014342002,700.0,train_seg_064,2023-7-5-0-41-6-213,2023-7-5-0-41-8-993,Normal,0
1.0,142.0,643.6901408450705,730.0554501716513,2490.0,246.6338028169014,279.0,138.12968385395993,664.0,9.0,347.0,1743.0,91404.0,55.66901408450704,36.61735915492958,17.650211267605638,5199.665,1185.774647887324,1733.380281690141,909.3617355694233,700.0,train_seg_065,2023-7-5-0-41-59-719,2023-7-5-0-42-2-539,Normal,0
1.0,145.0,821.5931034482759,724.646915177713,2501.0,485.5138888888889,480.5,303.05522933835175,1132.0,9.0,972.1999999999999,1875.0,119131.0,58.820689655172416,55.92110344827586,41.00533333333333,8108.5599999999995,1136.6482758620689,1662.111111111111,861.0866793729764,699.0,train_seg_066,2023-7-5-0-42-42-84,2023-7-5-0-42-44-964,Abnormal resistance,1
1.0,143.0,635.8671328671329,729.4114136194696,2499.0,237.93055555555554,276.0,135.90676199235605,629.0,9.0,349.7,1793.0,90929.0,55.10489510489511,36.0984055944056,16.985569444444444,5162.072,1176.951048951049,1703.6666666666667,904.2506407960232,700.0,train_seg_067,2023-7-5-0-43-27-797,2023-7-5-0-43-30-637,Normal,0
1.0,140.0,653.2142857142857,740.3905705361026,2522.0,245.68571428571428,276.0,147.99319896122088,694.0,9.0,367.90000000000003,1793.0,91450.0,55.98571428571429,37.42497142857143,17.60374285714286,5239.496,1195.0428571428572,1721.7857142857142,925.8096138085887,700.0,train_seg_068,2023-7-5-0-44-14-353,2023-7-5-0-44-17-133,Normal,0
0.0,187.0,735.4064171122994,429.34902292684023,2014.0,640.4468085106383,733.5,210.25089455226384,976.0,285.0,892.2,1411.0,137521.0,48.74331550802139,35.73053475935829,34.8207340425532,6681.610000000001,876.1336898395722,1065.223404255319,415.6899403546513,699.0,train_seg_069,2023-7-5-0-45-5-208,2023-7-5-0-45-8-928,Abnormal resistance,1
1.0,142.0,649.8169014084507,737.788412163537,2496.0,244.7887323943662,273.0,138.33648663679764,655.0,9.0,353.0,1805.0,92274.0,55.67605633802817,37.131436619718315,17.517126760563382,5272.664000000001,1187.2323943661972,1726.112676056338,920.4195741463411,700.0,train_seg_070,2023-7-5-0-45-39-906,2023-7-5-0-45-42-726,Normal,0
0.0,186.0,426.9731182795699,521.4906718079908,2166.0,182.36559139784947,250.0,108.2412463813986,382.0,0.0,270.0,1420.0,79417.0,41.365591397849464,18.40789247311828,8.82459139784946,3423.868,892.2258064516129,1086.989247311828,443.2030076620574,700.0,train_seg_071,2023-7-5-0-46-11-961,2023-7-5-0-46-15-661,Normal,0
1.0,139.0,666.4676258992806,745.8971258378816,2496.0,251.9857142857143,271.5,142.49024957690892,694.0,9.0,365.5,1817.0,92639.0,56.9568345323741,38.341122302158276,18.2692,5329.416,1216.3093525179856,1781.357142857143,929.1743364226583,699.0,train_seg_072,2023-7-5-0-46-55-304,2023-7-5-0-46-58-64,Normal,0
1.0,142.0,649.7816901408451,740.4927186848716,2499.0,240.7887323943662,273.0,137.34873015742798,635.0,9.0,356.0,1799.0,92269.0,55.66197183098591,36.967838028169005,17.195971830985915,5249.432999999999,1185.5633802816901,1727.281690140845,910.5589945756718,700.0,train_seg_073,2023-7-5-0-47-26-875,2023-7-5-0-47-29-695,Normal,0
0.0,186.0,427.6720430107527,525.2031301583075,2202.0,180.89247311827958,247.0,107.77959014058708,385.0,0.0,265.0,1458.0,79547.0,41.424731182795696,18.513768817204298,8.742021505376345,3443.5609999999997,891.5913978494624,1085.978494623656,442.330612414166,700.0,train_seg_074,2023-7-5-0-47-46-274,2023-7-5-0-47-49-974,Normal,0
0.0,186.0,725.0430107526881,447.14193734044875,1999.0,695.1182795698925,682.0,293.21462099788374,1243.0,276.0,1138.0,1411.0,134858.0,48.75806451612903,36.66366129032259,40.65972043010753,6819.441000000001,883.8924731182796,1077.8387096774193,414.90610318417237,700.0,train_seg_075,2023-7-5-0-48-25-883,2023-7-5-0-48-29-583,Abnormal resistance,1
0.0,185.0,421.9513513513514,508.47041723277925,2090.0,183.80434782608697,244.0,107.47206301603453,370.0,0.0,267.0,1423.0,78061.0,41.351351351351354,18.169962162162165,8.93682608695652,3361.443,895.081081081081,1091.1304347826087,440.8170288059636,700.0,train_seg_076,2023-7-5-0-49-0-735,2023-7-5-0-49-4-415,Normal,0
1.0,143.0,657.6293706293707,744.6183297767145,2540.0,246.44444444444446,277.5,148.63152507766844,703.0,9.0,358.4,1778.0,94041.0,55.55944055944056,37.49168531468531,17.588861111111115,5361.311,1176.944055944056,1714.013888888889,921.6385437154152,700.0,train_seg_077,2023-7-5-0-49-41-413,2023-7-5-0-49-44-253,Normal,0
1.0,143.0,821.8111888111888,780.2659574467765,2501.0,410.80555555555554,461.5,219.86034954595414,797.0,15.0,691.9,2501.0,117519.0,58.93006993006993,55.3280979020979,34.032777777777774,7911.918,1178.881118881119,1753.5972222222222,910.947201570485,701.0,train_seg_078,2023-7-5-0-50-34-415,2023-7-5-0-50-37-255,Abnormal resistance,1
